"Task Aware Debugger for GDB" version 11.4.0 (202107011009)
(c) 2016-2021 NXP Semiconductors, Inc.
==================================
00:20:38.780 INFO: [TadModel] DSF session ID 0 has started.
00:20:45.342 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (RESUMED, USER_REQUEST)
00:20:45.402 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (SUSPENDED, SIGNAL)
00:20:46.638 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (RESUMED, USER_REQUEST)
00:20:46.833 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_SUSPENDED (SUSPENDED, BREAKPOINT)
00:20:51.776 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, STEP)
00:20:51.970 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:21:28.731 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:21:28.948 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:21:47.499 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:21:47.716 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:22:05.156 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:22:05.367 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:22:19.819 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:22:20.36 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:22:51.820 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:22:52.35 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:24:14.787 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:24:15.36 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:24:52.650 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:24:52.935 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:25:26.237 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:25:33.615 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
00:25:34.702 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:25:46.326 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:25:54.499 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:25:54.669 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:25:56.934 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:25:57.197 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:26:01.253 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:01.366 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:05.130 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:26:05.394 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:26:10.330 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:10.438 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:12.275 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:26:12.540 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:26:13.512 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:13.609 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:18.723 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:18.827 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:28.810 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:26:28.914 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:26:29.432 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:26:40.780 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
00:26:42.508 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:42.619 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:45.577 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:45.761 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:46.727 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:46.914 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:48.829 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:48.997 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:49.707 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:49.878 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:50.325 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:50.502 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:51.276 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:51.442 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:52.42 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:52.213 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:53.219 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:53.399 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:26:54.29 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:26:54.196 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:29:06.705 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:29:06.803 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:29:08.196 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:29:08.431 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:29:11.726 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:29:11.832 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:29:25.247 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:29:25.655 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:29:28.300 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:29:28.577 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:29:31.471 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:29:31.754 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:29:33.875 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
00:29:34.53 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:29:36.457 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:29:36.750 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:29:38.244 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:29:38.512 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
00:29:39.434 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
00:29:39.706 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
00:30:06.66 INFO: [TadModel] DSF session ID 0 has ended.
